data,dia,mes,ano,campanha,gride,balde,sp,dedos,dedos novos,ident,perdas,recaptura,saco,peso,pesototal,CRC,CC,BC,Quebrada,sexo,ovos,Local,OBS,cont indivíduo,cont capturas,,Problemas
9-jun-00,9,6,2000,1,14,B,Tropidurus_torquatus,1p,1_,1,NA,,2.80,28.00,25.20,84.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
9-jun-00,9,6,2000,1,16,B,Tropidurus_torquatus,2p,2_,2,NA,,2.80,4.50,1.70,40.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
12-jun-00,12,6,2000,1,11,C,Tropidurus_torquatus,3p,3_,3,NA,,3.00,27.00,24.00,91.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
13-jun-00,13,6,2000,1,1,B,Tropidurus_torquatus,4p,4_,4,NA,,3.00,5.25,2.25,43.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-jun-00,14,6,2000,1,13,B,Tropidurus_torquatus,5p,5_,5,NA,,3.00,30.50,27.50,97.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-jun-00,14,6,2000,1,16,B,Tropidurus_torquatus,6p,6_,6,NA,,3.00,21.00,18.00,82.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
16-jun-00,16,6,2000,1,16,A,Tropidurus_torquatus,7p,7_,7,NA,,2.75,5.75,3.00,44.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
19-jun-00,19,6,2000,1,14,M,Tropidurus_torquatus,1p,1_,1,NA,recaptura,3.00,27.50,24.50,84.50,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
23-jun-00,23,6,2000,1,17,M,Tropidurus_torquatus,1a4p3p2p,10_4_3_2_,14,NA,,3.00,6.50,3.50,46.50,NA,NA,NA,NA,NA,IBGE,3p2p cortados na ponta,1,1,,
27-jun-00,27,6,2000,1,13,M,Tropidurus_torquatus,8p,8_,8,NA,,4.25,38.00,33.75,98.50,NA,NA,NA,M,NA,IBGE,"macho, manchas femurais e anais",1,1,,
30-jun-00,30,6,2000,1,15,A,Tropidurus_torquatus,9p,9_,9,NA,,3.00,8.00,5.00,56.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
4-jul-00,4,7,2000,2,4,A,Tropidurus_torquatus,1a,10_,10,NA,,4.50,7.00,2.50,42.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
10-jul-00,10,7,2000,2,17,C,Tropidurus_torquatus,1a1p,10_1_,11,NA,,4.50,39.00,34.50,100.00,NA,NA,NA,NA,NA,IBGE,manchas femorais abdomnais e anais:macho,1,1,,
10-jul-00,10,7,2000,2,18,A,Tropidurus_torquatus,1a2p,10_2_,12,NA,,4.50,34.50,30.00,97.00,NA,NA,NA,M,NA,IBGE,macho,1,1,,
10-jul-00,10,7,2000,2,3,A,Tropidurus_torquatus,1a3p,10_3_,13,NA,,4.50,10.00,5.50,53.50,NA,NA,NA,F,NA,IBGE,fêmea,1,1,,
12-jul-00,12,7,2000,2,16,A,Tropidurus_torquatus,1a5p,10_5_,15,NA,,NA,NA,NA,59.00,NA,NA,NA,NA,NA,IBGE,cicatriz do cordão,1,1,,
12-jul-00,12,7,2000,2,4,A,Tropidurus_torquatus,1a6p,10_6_,16,NA,,4.50,45.50,41.00,106.50,NA,NA,NA,M,NA,IBGE,"macho:manchas femorais abdominais e anais muito pretas, ponta da cauda necrosando",1,1,,
12-jul-00,12,7,2000,2,4,A,Tropidurus_torquatus,1a7p,10_7_,17,NA,,4.50,22.50,18.00,81.50,NA,NA,NA,F,NA,IBGE,fêmea: manchas femorais e anais amarelas,1,1,,
19-jul-00,19,7,2000,2,2,C,Tropidurus_torquatus,1a8p,10_8_,18,NA,,4.50,9.50,5.00,51.50,NA,NA,NA,NA,NA,IBGE,cicatriz no cordão,1,1,,
21-jul-00,21,7,2000,2,2,B,Tropidurus_torquatus,1a8p,10_8_,18,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,recaptura; cicatriz no cordão,1,1,,
21-jul-00,21,7,2000,2,4,M,Tropidurus_torquatus,1a9p,10_9_,19,NA,,4.50,6.50,2.00,46.50,NA,NA,NA,NA,NA,IBGE,perdeu toda cauda. começando a regenerar Cicatriz no cordão,1,1,,
21-jul-00,21,7,2000,2,15,C,Tropidurus_torquatus,2a,20_,20,NA,,4.50,21.50,17.00,82.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
24-jul-00,24,7,2000,2,18,A,Tropidurus_torquatus,2a1p,20_1_,21,NA,,NA,NA,NA,46.50,NA,NA,NA,NA,NA,IBGE,cicatriz do cordão. Fugiu antes do peso,1,1,,
31-jul-00,31,7,2000,2,14,M,Tropidurus_torquatus,2a2p,20_2_,22,NA,,5.00,8.50,3.50,51.50,NA,NA,NA,NA,NA,IBGE,cicatriz do cordão,1,1,,
31-jul-00,31,7,2000,2,16,B,Tropidurus_torquatus, , ,s,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,"morto formigas, procurar chunb.",1,1,,procura chunb
2-ago-00,2,8,2000,3,14,B,Tropidurus_torquatus,2a3p,20_3_,23,NA,,4.50,8.50,4.00,48.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
2-ago-00,2,8,2000,3,15,B,Tropidurus_torquatus,6p,6_,6,NA,recaptura,4.50,25.00,20.50,84.00,NA,NA,NA,F,NA,IBGE,"recaptura, fêmea",1,1,,
7-ago-00,7,8,2000,3,7,B,Tropidurus_torquatus,3a4p,30_4_,34,NA,captura,3.00,8.50,5.50,57.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,crc variou muito em pouco tempo
9-ago-00,9,8,2000,3,17,B,Tropidurus_torquatus,2a4p,20_4_,24,NA,,8.00,13.00,5.00,64.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
9-ago-00,9,8,2000,3,3,B,Tropidurus_torquatus,2a5p,20_5_,25,NA,,5.00,14.50,9.50,66.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
12-ago-00,12,8,2000,3,15,M,Tropidurus_torquatus,2a6p,20_6_,26,NA,,17.00,24.50,7.50,64.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
12-ago-00,12,8,2000,3,15,B,Tropidurus_torquatus,9p,9_,9,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,recaptura; fugiu antes de total as medidas,1,1,,
16-ago-00,16,8,2000,3,8,B,Tropidurus_torquatus,2a7p,20_7_,27,NA,,4.50,7.50,3.00,46.00,NA,NA,NA,NA,NA,IBGE,cicatriz no cordão,1,1,,
16-ago-00,16,8,2000,3,11,M,Tropidurus_torquatus,2a8p,20_8_,28,NA,,3.00,38.00,35.00,96.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
18-ago-00,18,8,2000,3,16,A,Tropidurus_torquatus,1a5p,10_5_,15,NA,recaptura,3.00,11.00,8.00,63.00,NA,NA,NA,NA,NA,IBGE,"recaptura, dedo 8p caindo",1,1,,
18-ago-00,18,8,2000,3,13,B,Tropidurus_torquatus,2a9p,20_9_,29,NA,captura,3.00,8.00,5.00,56.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
18-ago-00,18,8,2000,3,18,M,Tropidurus_torquatus,3a,30_,30b,NA,,3.00,55.50,52.50,109.00,NA,NA,NA,NA,NA,IBGE,sem ponta da cauda,1,1,,
18-ago-00,18,8,2000,3,19,C,Tropidurus_torquatus,3a1p,30_1_,31,NA,,3.00,29.50,26.50,90.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
18-ago-00,18,8,2000,3,20,A,Tropidurus_torquatus,3a2p,30_2_,32,NA,,3.00,8.00,5.00,57.50,NA,NA,NA,NA,NA,IBGE,cicatriz no cordão,1,1,,
18-ago-00,18,8,2000,3,6,B,Tropidurus_torquatus,10a,100_,33,NA,,3.00,8.50,5.50,54.50,NA,NA,NA,NA,NA,IBGE,O dedo marcado não corresponde ao número identificado,1,1,,
18-ago-00,18,8,2000,3,15,M,Tropidurus_torquatus,9p,9_,9,NA,recaptura,3.00,11.00,8.00,61.50,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
21-ago-00,21,8,2000,3,3,A,Tropidurus_torquatus,2a9p,20_9_,29,NA,recaptura,5.50,10.50,5.00,57.00,NA,NA,NA,NA,NA,IBGE,recaptura; cicatriz no cordão,1,1,,
21-ago-00,21,8,2000,3,7,C,Tropidurus_torquatus,3a4p,30_4_,34,NA,recaptura,5.50,10.00,4.50,54.50,NA,NA,NA,NA,NA,IBGE,recaptura; cicatriz no cordão,1,1,,crc variou muito em pouco tempo
21-ago-00,21,8,2000,3,16,M,Tropidurus_torquatus,3a5p,30_5_,35,NA,,5.50,14.00,8.50,69.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
21-ago-00,21,8,2000,3,15,M,Tropidurus_torquatus,3a6p,30_6_,36,NA,,5.50,32.00,26.50,96.50,NA,NA,NA,NA,NA,IBGE,grande,1,1,,
24-ago-00,24,8,2000,3,11,C,Tropidurus_torquatus,3p,3_,3,NA,recaptura,5.50,30.50,25.00,92.50,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
24-ago-00,24,8,2000,3,11,B,Tropidurus_torquatus,3a,30_,30,NA,,7.50,11.50,4.00,54.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
24-ago-00,24,8,2000,3,14,B,Tropidurus_torquatus,3a7p,30_7_,37,NA,,5.50,29.50,24.00,86.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
24-ago-00,24,8,2000,3,18,M,Tropidurus_torquatus,3a8p5p,30_8_5_,38,NA,,5.50,13.00,7.50,63.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
24-ago-00,24,8,2000,3,4,A,Tropidurus_torquatus,3a5p9p,30_5_9_,39,NA,,5.50,11.50,6.00,54.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
24-ago-00,24,8,2000,3,17,M,Tropidurus_torquatus,4a1a,40_10_,40b,NA,,5.50,42.50,37.00,101.00,NA,NA,NA,NA,NA,IBGE,cauda regenerada,1,1,,
24-ago-00,24,8,2000,3,20,A,Tropidurus_torquatus,4a1p,40_1_,41,NA,,5.50,13.00,7.50,60.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
24-ago-00,24,8,2000,3,20,M,Tropidurus_torquatus,4a2p,40_2_,42,NA,,7.50,13.00,5.50,55.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
24-ago-00,24,8,2000,3,16,B,Tropidurus_torquatus,4a3p,40_3_,43b,NA,,5.50,13.00,7.50,52.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
24-ago-00,24,8,2000,3,10,A,Tropidurus_torquatus,4a4p,40_4_,44,NA,,5.50,37.50,32.00,93.50,NA,NA,NA,NA,NA,IBGE,2 caudas,1,1,,
24-ago-00,24,8,2000,3,11,M,Tropidurus_torquatus,4a5p,40_5_,45,NA,,5.50,12.00,6.50,57.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
24-ago-00,24,8,2000,3,9,C,Tropidurus_torquatus,2a4a8p,20_40_8_,48,NA,recaptura,5.50,42.00,36.50,97.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
25-ago-00,25,8,2000,3,3,M,Tropidurus_torquatus,4a6p,40_6_,46,NA,,5.50,11.00,5.50,54.00,NA,NA,NA,NA,NA,IBGE,cicatriz,1,1,,
29-ago-00,29,8,2000,3,18,B,Tropidurus_torquatus,1a5p,10_5_,15,NA,recaptura,5.50,13.00,7.50,64.50,NA,NA,NA,NA,NA,IBGE,recaptura; dedo 8p quase caindo,1,1,,
29-ago-00,29,8,2000,3,2,M,Tropidurus_torquatus,4a7p,40_7_,47,NA,,5.50,13.50,8.00,61.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
1-set-00,1,9,2000,4,10,C,Tropidurus_torquatus,4a9p,40_9_,49,NA,captura,5.50,9.50,4.00,49.50,NA,NA,NA,NA,NA,IBGE,solto no 16,1,1,,
1-set-00,1,9,2000,4,16,B,Tropidurus_torquatus,5a9p,50_9_,59,NA,captura,5.50,14.50,9.00,66.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
4-set-00,4,9,2000,4,4,A,Tropidurus_torquatus,1a,10_,10,NA,recaptura,4.00,9.00,5.00,50.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
4-set-00,4,9,2000,4,7,A,Tropidurus_torquatus,4a3p,40_3_,43,NA,,4.00,12.00,8.00,60.50,NA,NA,NA,NA,NA,IBGE,ident. Repetida/não é recaptura,1,1,,
4-set-00,4,9,2000,4,2,M,Tropidurus_torquatus,5a2p,50_2_,52,NA,captura,4.00,20.00,16.00,76.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
4-set-00,4,9,2000,4,7,M,Tropidurus_torquatus,5a6p,50_6_,56,NA,captura,4.00,14.00,10.00,64.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
4-set-00,4,9,2000,4,3,A,Tropidurus_torquatus,5a8p,50_8_,58,NA,,4.00,12.50,8.50,60.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
4-set-00,4,9,2000,4,5,M,Tropidurus_torquatus,6a,60_,60,NA,captura,4.00,7.00,3.00,42.50,NA,NA,NA,NA,NA,IBGE,cicatriz no cordão,1,1,,
5-set-00,5,9,2000,4,14,M,Tropidurus_torquatus,5a3p,50_3_,53,NA,,5.50,9.00,3.50,47.50,NA,NA,NA,NA,NA,IBGE,cicatriz no cordão,1,1,,
11-set-00,11,9,2000,4,5,A,Tropidurus_torquatus,5a1p,50_1_,51,NA,,5.50,38.00,32.50,97.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-set-00,11,9,2000,4,8,B,Tropidurus_torquatus,5a4p,50_4_,54,NA,captura,5.50,8.50,3.00,44.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-set-00,11,9,2000,4,10,C,Tropidurus_torquatus,5a5p,50_5_,55,NA,,5.50,14.50,9.00,64.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-set-00,11,9,2000,4,18,M,Tropidurus_torquatus,5a7p,50_7_,57,NA,,5.50,11.00,5.50,54.50,NA,NA,NA,NA,NA,IBGE,cicatriz no cordão,1,1,,
11-set-00,11,9,2000,4,4,M,Tropidurus_torquatus,6a4p,60_4_,64,NA,,5.50,14.00,8.50,62.00,NA,NA,NA,NA,NA,IBGE,cicatriz no cordão,1,1,,
14-set-00,14,9,2000,4,1,B,Tropidurus_torquatus,5a6p,50_6_,56,NA,recaptura,5.50,15.00,9.50,65.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
14-set-00,14,9,2000,4,2,M,Tropidurus_torquatus,6a3p,60_3_,63,NA,,5.50,10.50,5.00,53.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-set-00,14,9,2000,4,3,M,Tropidurus_torquatus,6a5p,60_5_,65,NA,,5.50,10.00,4.50,NA,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-set-00,14,9,2000,4,14,M,Tropidurus_torquatus,6a6p,60_6_,66,NA,,5.50,15.00,9.50,65.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
14-set-00,14,9,2000,4,18,M,Tropidurus_torquatus,6a7p,60_7_,67b,NA,,5.50,8.00,2.50,44.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
17-set-00,17,9,2000,4,17,B,Tropidurus_torquatus,6a1p,60_1_,61,NA,recaptura,5.50,11.50,6.00,54.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
17-set-00,17,9,2000,4,2,M,Tropidurus_torquatus,6a2p,60_2_,62,NA,recaptura,5.50,12.00,6.50,57.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
17-set-00,17,9,2000,4,17,B,Tropidurus_torquatus,6a9p,60_9_,69,NA,,5.50,18.00,12.50,72.00,NA,NA,NA,NA,NA,IBGE,ident. Repetida/não é recaptura,1,1,,
17-set-00,17,9,2000,4,4,M,Tropidurus_torquatus,6a9p,60_9_,69b,NA,,5.50,12.00,6.50,58.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
17-set-00,17,9,2000,4,14,C,Tropidurus_torquatus,7a,70_,70,NA,,5.50,15.00,9.50,62.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
19-set-00,19,9,2000,4,18,C,Tropidurus_torquatus,2a1p,20_1_,21,NA,recaptura,5.50,12.50,7.00,59.50,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
19-set-00,19,9,2000,4,16,B,Tropidurus_torquatus,4a9p,40_9_,49,NA,recaptura,5.50,9.50,4.00,52.50,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
19-set-00,19,9,2000,4,7,A,Tropidurus_torquatus,5a4p,50_4_,54,NA,recaptura,5.50,8.00,2.50,44.50,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
19-set-00,19,9,2000,4,11,C,Tropidurus_torquatus,7a3p,70_3_,73,NA,,5.50,26.50,21.00,78.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
19-set-00,19,9,2000,4,15,M,Tropidurus_torquatus,7a4p,70_4_,74,NA,,5.50,11.00,5.50,56.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
19-set-00,19,9,2000,4,17,C,Tropidurus_torquatus,7a5p,70_5_,75,NA,,5.50,17.00,11.50,78.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
19-set-00,19,9,2000,4,7,A,Tropidurus_torquatus,7a6p,70_6_,76,NA,,5.50,11.00,5.50,57.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
19-set-00,19,9,2000,4,4,A,Tropidurus_torquatus,7a7p,70_7_,77,NA,,5.50,11.00,5.50,54.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
19-set-00,19,9,2000,4,9,C,Tropidurus_torquatus, , ,t,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
26-set-00,26,9,2000,4,11,A,Tropidurus_torquatus,8a,80_,80,NA,,5.50,11.50,6.00,54.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
29-set-00,29,9,2000,4,6,B,Tropidurus_torquatus, , ,u,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,CHUNB; experimento de Paula Diniz,1,1,,
2-out-00,2,10,2000,5,14,B,Tropidurus_torquatus,7a2p,70_2_,72,NA,,5.50,10.00,4.50,52.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
2-out-00,2,10,2000,5,16,M,Tropidurus_torquatus, , ,v,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,CHUNB; experimento de Paula Diniz,1,1,,
2-out-00,2,10,2000,5,20,M,Tropidurus_torquatus, , ,x,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,CHUNB; experimento de Paula Diniz,1,1,,
4-out-00,4,10,2000,5,14,B,Tropidurus_torquatus, , ,y,2,,NA,NA,NA,NA,NA,NA,NA,F,NA,IBGE,Grávida; CHUNB?,1,1,,
6-out-00,6,10,2000,5,16,B,Tropidurus_torquatus,6a1p,60_1_,61,NA,recaptura,5.50,13.50,8.00,61.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
6-out-00,6,10,2000,5,13,M,Tropidurus_torquatus,7a8p,70_8_,78,NA,,5.50,13.00,7.50,59.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-out-00,11,10,2000,5,15,M,Tropidurus_torquatus,2a,20_,20,NA,recaptura,5.50,28.00,22.50,89.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-out-00,11,10,2000,5,2,M,Tropidurus_torquatus,4a7p,40_7_,47,NA,recaptura,5.50,15.50,10.00,71.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-out-00,11,10,2000,5,3,B,Tropidurus_torquatus,7a9p,70_9_,79,NA,,5.50,10.50,5.00,52.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
11-out-00,11,10,2000,5,2,M,Tropidurus_torquatus,8a1p,80_1_,81,NA,,5.50,10.00,4.50,51.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
13-out-00,13,10,2000,5,16,A,Tropidurus_torquatus,5a9p,50_9_,59,NA,recaptura,5.50,19.00,13.50,75.50,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
13-out-00,13,10,2000,5,18,M,Tropidurus_torquatus,6a7p,60_7_,67,NA,recaptura,5.50,10.50,5.00,50.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
13-out-00,13,10,2000,5,18,M,Tropidurus_torquatus,8a2p,80_2_,82,NA,,5.50,8.00,2.50,44.50,NA,NA,NA,NA,NA,IBGE,Falta ponta da cauda,1,1,,
16-out-00,16,10,2000,5,16,B,Tropidurus_torquatus,4a9p,40_9_,49,NA,recaptura,5.50,19.00,13.50,75.50,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,crc variou muito em pouco tempo
16-out-00,16,10,2000,5,12,C,Tropidurus_torquatus,8a3p,80_3_,83,NA,,5.50,9.50,4.00,50.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
16-out-00,16,10,2000,5,5,C,Tropidurus_torquatus,8a4p,80_4_,84,NA,,5.50,18.00,12.50,70.50,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
16-out-00,16,10,2000,5,4,A,Tropidurus_torquatus,8a5p,80_5_,85,NA,,5.50,9.00,3.50,47.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
18-out-00,18,10,2000,5,18,A,Tropidurus_torquatus,8a6p,80_6_,86,NA,,5.50,13.00,7.50,60.00,NA,NA,NA,NA,NA,IBGE,cauda regenerada,1,1,,
19-out-00,19,10,2000,5,16,M,Tropidurus_torquatus,6a1p,60_1_,61,NA,recaptura,5.50,11.50,6.00,62.00,NA,NA,NA,NA,NA,IBGE,recaptura; auto. 20mm de cauda; sexo?,1,1,,
22-out-00,22,10,2000,5,20,M,Tropidurus_torquatus,8a7p,80_7_,87,NA,,5.50,14.50,9.00,65.00,NA,NA,NA,NA,NA,IBGE,recaptura; final de cauda regenerada,1,1,,
22-out-00,22,10,2000,5,10,A,Tropidurus_torquatus,NA,,w,2,,5.50,55.50,50.00,111.20,NA,NA,NA,NA,NA,IBGE,"cauda  regenerada; experimento de Paula Diniz, CHUNB?",1,1,,
24-out-00,24,10,2000,5,18,A,Tropidurus_torquatus,NA, ,z,2,,5.50,33.00,27.50,85.00,NA,NA,NA,NA,NA,IBGE,"Experimento de Paula Diniz, CHUNB?",1,1,,
27-out-00,27,10,2000,5,18,B,Tropidurus_torquatus,6a7p,60_7_,67,NA,recaptura,5.50,10.50,5.00,52.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
27-out-00,27,10,2000,5,5,M,Tropidurus_torquatus,8a8p,80_8_,88,NA,,5.50,12.00,6.50,58.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
27-out-00,27,10,2000,5,3,A,Tropidurus_torquatus,8a9p,80_9_,89,NA,,5.50,11.50,6.00,55.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
29-out-00,29,10,2000,5,16,B,Tropidurus_torquatus,5a2p,50_2_,52,NA,recaptura,5.50,24.50,19.00,83.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
3-nov-00,3,11,2000,6,2,B,Tropidurus_torquatus,9a0p,90_200_,90b,NA,,5.50,31.50,26.00,90.00,NA,NA,NA,F,NA,IBGE,recaptura; fêmea sem manchas,1,1,,
23-nov-00,23,11,2000,6,20,A,Tropidurus_torquatus, , ,aa,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,experimento de Paula Diniz,1,1,,
26-dez-00,26,12,2000,7,12,M,Tropidurus_torquatus, , ,ee,2,,5.50,21.00,15.50,74.50,NA,NA,NA,NA,NA,IBGE,experimento de Paula Diniz,1,1,,procura chunb
29-dez-00,29,12,2000,7,12,C,Tropidurus_torquatus,9a2p,90_2_,92,NA,captura,5.50,23.75,18.25,84.50,NA,NA,NA,F,NA,IBGE,grávida,1,1,,
2-jan-01,2,1,2001,8,13,B,Tropidurus_torquatus,9a3p,90_3_,93,NA,,6.00,29.00,23.00,74.00,NA,NA,NA,F,NA,IBGE,fêmea; grávida?,1,1,,
9-jan-01,9,1,2001,8,18,B,Tropidurus_torquatus,9a2p,90_2_,92,NA,recaptura,5.00,23.00,18.00,84.50,NA,NA,NA,NA,NA,IBGE,recaptura; grávida,1,1,,
16-jan-01,16,1,2001,8,4,M,Tropidurus_torquatus,7a8a5p,70_80_5_,85,NA,recaptura,5.50,17.75,12.25,56.00,NA,NA,NA,NA,NA,IBGE,recaptura; dedo 7a ausente,1,1,,
3-fev-01,3,2,2001,9,7,M,Tropidurus_torquatus,10a4a,100_40_,140,NA,,4.50,23.00,18.50,85.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
13-fev-01,13,2,2001,9,11,A,Tropidurus_torquatus,7a3p,70_3_,73,NA,recaptura,5.50,26.50,21.00,85.00,NA,NA,NA,F,NA,IBGE,recaptura; fêmea,1,1,,
13-fev-01,13,2,2001,9,4,M,Tropidurus_torquatus,9a4p,90_4_,94,NA,,5.50,16.00,10.50,68.00,NA,NA,NA,F,NA,IBGE,fêmea,1,1,,
13-fev-01,13,2,2001,9,20,A,Tropidurus_torquatus,9a5p,90_5_,95,NA,,5.50,32.00,26.50,90.00,NA,NA,NA,F,NA,IBGE,fêmea,1,1,,
26-fev-01,26,2,2001,9,20,A,Tropidurus_torquatus,9a6p,90_6_,96,NA,,0.00,14.00,14.00,72.00,NA,NA,NA, F,NA,IBGE,fêmea. Ccau-69,1,1,,
13-mar-01,13,3,2001,10,NA,NA,Tropidurus_torquatus,  ,  ,23546,2,,0.00,8.50,8.50,69.00,NA,NA,NA,NA,NA,IBGE,CHUNB 23546; morreu,1,1,,
22-mar-01,22,3,2001,10,7,A,Tropidurus_torquatus, , ,bb,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,criação cativeiro GRC,1,1,,
20-abr-01,20,4,2001,11,16,A,Tropidurus_torquatus,9a7p,90_7_,97,NA,,5.00,6.60,1.60,38.00,NA,NA,NA,NA,NA,IBGE,sexo não possível,1,1,,
23-abr-01,23,4,2001,11,16,M,Tropidurus_torquatus,9a8p,90_8_,98,NA,,5.00,24.75,19.75,89.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
4-mai-01,4,5,2001,12,16,M,Tropidurus_torquatus,9a9p,90_9_,99,NA,captura,5.00,22.75,17.75,84.00,NA,NA,NA,NA,NA,IBGE,s/ certeza se foi capturado no 16,1,1,,
13-mai-01,13,5,2001,12,16,M,Tropidurus_torquatus,9a9p,90_9_,99,NA,recaptura,4.00,21.00,17.00,84.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
18-mai-01,18,5,2001,12,16,A,Tropidurus_torquatus,10a1p,100_1_,101,NA,,4.75,6.00,1.25,32.00,NA,NA,NA,NA,NA,IBGE,cicatriz cordão,1,1,,
23-mai-01,23,5,2001,12,15,M,Tropidurus_torquatus,8a3p,80_3_,83,NA,recaptura,4.75,17.00,12.25,75.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
1-jun-01,1,6,2001,13,17,B,Tropidurus_torquatus,9a9p,90_9_,99,NA,recaptura,5.00,24.00,19.00,85.00,NA,NA,NA,NA,NA,IBGE,recaptura,1,1,,
8-jun-01,8,6,2001,13,17,C,Tropidurus_torquatus,10a2p,100_2_,102,NA,,5.50,24.75,19.25,79.00,NA,NA,NA,NA,NA,IBGE,NA,1,1,,
