data,dia,mes,ano,campanha,gride,balde,sp,dedos,dedos novos,ident,perdas,recaptura,saco,peso,pesototal,CRC,CC,BC,Quebrada,sexo,ovos,Local,OBS,cont indivíduo,cont capturas,,Problemas
3-mai-13,3,5,2013,156,9,M,Tropidurus_torquatus,NA,100_10_8,118A,NA,,4.75,34.00,29.25,98.00,NA,NA,NA,M,NA,IBGE,macho,1,,,
3-mai-13,3,5,2013,156,10,M,Tropidurus_torquatus,NA,100_7,107A,NA,recaptura,4.75,24.25,19.50,84.00,NA,NA,NA,F,NA,IBGE,femea,1,,,
14-mai-13,14,5,2013,156,11,B,Tropidurus_torquatus,NA,100_10_4_8,?,NA,recaptura,4.75,20.25,15.50,78.00,NA,NA,NA,M,NA,IBGE,macho,1,,,
14-mai-13,14,5,2013,156,19,B,Tropidurus_torquatus,NA,90,90A,NA,recaptura,4.75,23.50,18.75,86.00,NA,NA,NA,F,NA,IBGE,fêmea,1,,,
21-mai-13,21,5,2013,156,10,B,Tropidurus_torquatus,NA,100_10_8,118A,NA,recaptura,4.75,34.00,29.25,97.00,NA,NA,NA,M,NA,IBGE,macho,1,,,
24-mai-13,24,5,2013,156,9,C,Tropidurus_torquatus,NA,100_9,109A,NA,recaptura,4.75,20.50,15.75,81.00,NA,NA,NA,F,NA,IBGE,femea,1,,,
4-jun-13,4,6,2013,157,19,M,Tropidurus_torquatus,NA,100_10_9,119A,NA,,4.75,23.75,19.00,84.00,NA,NA,NA,F,NA,IBGE,femea,1,,,
14-jun-13,14,6,2013,157,11,C,Tropidurus_torquatus,NA,100_10_8,118A,NA,recaptura,4.75,34.00,29.25,94.00,NA,NA,NA,M,NA,IBGE,macho,1,,,
21-jun-13,21,6,2013,157,19,B,Tropidurus_torquatus,NA,90,90A,NA,recaptura,4.75,23.00,18.25,84.00,NA,NA,NA,F,NA,IBGE,fêmea,1,,,
2-jul-13,2,7,2013,158,13,B,Tropidurus_torquatus,NA,100_10_4,114 A,NA,,4.75,20.00,15.25,80.00,NA,NA,NA,M,NA,IBGE,MACHO,1,,,
2-jul-13,2,7,2013,158,16,B,Tropidurus_torquatus,NA,100_20,120 A,NA,,4.75,23.00,18.25,84.00,NA,NA,NA,F,NA,IBGE,"FEMEA, Sem rabo",1,,,
23-jul-13,23,7,2013,158,10,M,Tropidurus_torquatus,NA,100_20_1,121 A,NA,,4.75,42.00,37.25,102.00,NA,NA,NA,M,NA,IBGE,MACHO,1,,,
23-jul-13,23,7,2013,158,10,M,Tropidurus_torquatus,NA,100_10_8,118 A,NA,recaptura,4.75,33.00,28.25,98.00,NA,NA,NA,NA,NA,IBGE,macho,1,,,
23-jul-13,23,7,2013,158,11,A,Tropidurus_torquatus,NA,100_10_4,114 A,NA,recaptura,4.75,21.00,16.25,80.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
2-ago-13,2,8,2013,159,14,A,Tropidurus_torquatus,NA,100_20_7,127 A ,NA,recaptura,4.75,23.00,18.25,85.00,NA,NA,NA,NA,NA,IBGE,femea,1,,,
2-ago-13,2,8,2013,159,14,M,Tropidurus_torquatus,NA,100_20_1,121 A,NA,recaptura,4.75,43.00,38.25,102.00,NA,NA,NA,NA,NA,IBGE,Macho,1,,,
27-ago-13,27,8,2013,159,11,B,Tropidurus_torquatus,NA,100_20_3,123 A,NA,,4.75,13.25,8.50,66.00,NA,NA,NA,M,NA,IBGE,MACHO,1,,,
27-ago-13,27,8,2013,159,11,M,Tropidurus_torquatus,NA,100_10_8,118 A ,NA,recaptura,4.75,26.50,21.75,88.00,NA,NA,NA,NA,NA,IBGE,Macho,1,,,
27-ago-13,27,8,2013,159,19,M,Tropidurus_torquatus,NA,100_20_4,124 A ,NA,,4.75,38.00,33.25,96.00,NA,NA,NA,M,NA,IBGE,MACHO,1,,,
3-set-13,3,9,2013,160,17,M,Tropidurus_torquatus,NA,100_20_5,125 A ,NA,,4.75,8.50,3.75,51.00,NA,NA,NA,NA,NA,IBGE,JOVEM,1,,,
3-set-13,3,9,2013,160,14,M,Tropidurus_torquatus,NA,100_20_7,127 A ,NA,recaptura,4.75,24.75,20.00,89.00,NA,NA,NA,F,NA,IBGE,"RECAPTURA, Perdeu dedo 8, femea",1,,,
24-set-13,24,9,2013,160,6,B,Tropidurus_torquatus,NA,100_20_6,126 A ,NA,,4.75,44.00,39.25,100.00,NA,NA,NA,M,NA,IBGE,MACHO,1,,,
24-set-13,24,9,2013,160,7,M,Tropidurus_torquatus,NA,100_20_1,121 A ,NA,recaptura,4.75,45.00,40.25,104.00,NA,NA,NA,NA,NA,IBGE,"RECAPTURA , Perdeu dedo 80",1,,,
24-set-13,24,9,2013,160,16,C,Tropidurus_torquatus,NA,100_20_8,128 A ,NA,,4.75,32.00,27.25,96.00,NA,NA,NA,M,NA,IBGE,MACHO,1,,,
24-set-13,24,9,2013,160,18,A,Tropidurus_torquatus,NA,100_20_9,129 A ,NA,,4.75,43.00,38.25,101.00,NA,NA,NA,M,NA,IBGE,MACHO,1,,,
24-set-13,24,9,2013,160,19,M,Tropidurus_torquatus,NA,100_30,130 A ,NA,,4.75,16.50,11.75,72.00,NA,NA,NA,M,NA,IBGE,MACHO,1,,,
1-out-13,1,10,2013,161,16,B,Tropidurus_torquatus,NA,100_30_1,131 A ,NA,,4.75,31.00,26.25,99.00,NA,NA,NA,M,NA,IBGE,MACHO,1,,,
1-out-13,1,10,2013,161,16,A,Tropidurus_torquatus,NA,100_10_8,118 A ,NA,recaptura,4.75,37.00,32.25,103.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
1-out-13,1,10,2013,161,16,B,Tropidurus_torquatus,NA,100_20_8,128 A ,NA,recaptura,4.75,32.00,27.25,95.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
11-out-13,11,10,2013,161,5,M,Tropidurus_torquatus,NA,100_30_2,132 A ,NA,,4.75,15.75,11.00,72.00,NA,NA,NA,M,NA,IBGE,MACHO,1,,,
11-out-13,11,10,2013,161,12,B,Tropidurus_torquatus,NA,100_10_4_8,114/118A ,NA,recaptura,4.75,26.50,21.75,90.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
11-out-13,11,10,2013,161,12,M,Tropidurus_torquatus,NA,100_30_3,133 A ,NA,,4.75,19.25,14.50,76.00,NA,NA,NA,F,NA,IBGE,FEMEA ,1,,,
11-out-13,11,10,2013,161,14,B,Tropidurus_torquatus,NA,100_20_1,121 A ,NA,recaptura,4.75,46.00,41.25,104.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
18-out-13,18,10,2013,161,2,M,Tropidurus_torquatus,NA,100_10_4_8,114/118 A ,NA,recaptura,4.75,26.00,21.25,90.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
18-out-13,18,10,2013,161,4,B,Tropidurus_torquatus,NA,100_30_4,134 A ,NA,,4.75,32.00,27.25,96.00,NA,NA,NA,F,NA,IBGE,FEMEA,1,,,
18-out-13,18,10,2013,161,5,A,Tropidurus_torquatus,NA,100_30_5,135 A ,NA,,4.75,27.50,22.75,88.00,NA,NA,NA,M,NA,IBGE,MACHO,1,,,
18-out-13,18,10,2013,161,7,A,Tropidurus_torquatus,NA,100_30_2,132 A ,NA,recaptura,4.75,15.75,11.00,72.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
18-out-13,18,10,2013,161,15,B,Tropidurus_torquatus,NA,100_10_8,118 A ,NA,recaptura,4.75,37.00,32.25,101.00,NA,NA,NA,NA,NA,IBGE,sem rabo,1,,,
18-out-13,18,10,2013,161,19,M,Tropidurus_torquatus,NA,100_20_4,124 A ,NA,recaptura,4.75,36.00,31.25,100.00,NA,NA,NA,NA,NA,IBGE,"RECAPTURA, Dedo 200 e 70 machucados",1,,,
22-out-13,22,10,2013,161,4,M,Tropidurus_torquatus,NA,100_30_5,135 A ,NA,recaptura,4.75,27.50,22.75,88.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
22-out-13,22,10,2013,161,8,M,Tropidurus_torquatus,NA,100_30_6,136 A ,NA,,4.75,10.00,5.25,55.00,NA,NA,NA,NA,NA,IBGE,JOVEM,1,,,
22-out-13,22,10,2013,161,18,A,Tropidurus_torquatus,NA,100_20_4,124 A ,NA,recaptura,4.75,36.00,31.25,96.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
1-nov-13,1,11,2013,162,1,M,Tropidurus_torquatus,NA,100_30_7,137 A ,NA,,4.75,28.50,23.75,94.00,NA,NA,NA,F,NA,IBGE,FEMEA,1,,,
1-nov-13,1,11,2013,162,6,A,Tropidurus_torquatus,NA,100_30_4,134 A ,NA,recaptura,4.75,26.25,21.50,90.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
1-nov-13,1,11,2013,162,17,M,Tropidurus_torquatus,NA,100_30_8,138 A ,NA,,4.75,21.00,16.25,78.00,NA,NA,NA,M,NA,IBGE,"MACHO, Sem rabo",1,,,
1-nov-13,1,11,2013,162,17,M,Tropidurus_torquatus,NA,100_7,107 A ,NA,recaptura,4.75,28.75,24.00,91.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
3-nov-13,3,11,2013,162,5,M,Tropidurus_torquatus,NA,100_30_9,139 A ,NA,,4.75,9.50,4.75,56.00,NA,NA,NA,NA,NA,IBGE,JOVEM,1,,,
3-nov-13,3,11,2013,162,6,A,Tropidurus_torquatus,NA,100_30_5,135 A ,NA,recaptura,4.75,26.00,21.25,88.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
3-nov-13,3,11,2013,162,15,M,Tropidurus_torquatus,NA,100_20_7,127 A ,NA,recaptura,1.75,24.50,22.75,90.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
8-nov-13,8,11,2013,162,8,C,Tropidurus_torquatus,NA,100_10_4_8,114/118 A ,NA,recaptura,1.25,24.50,23.25,92.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
8-nov-13,8,11,2013,162,10,B,Tropidurus_torquatus,NA,100_20_3,123 A ,NA,recaptura,1.50,19.00,17.50,81.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
8-nov-13,8,11,2013,162,10,M,Tropidurus_torquatus,NA,100_10_8,118 A ,NA,recaptura,7.50,35.00,27.50,103.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
8-nov-13,8,11,2013,162,16,C,Tropidurus_torquatus,NA,100_7,107 A ,NA,recaptura,7.50,33.00,25.50,93.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
26-nov-13,26,11,2013,162,2,C,Tropidurus_torquatus,NA,100_20_1,121 A ,NA,recaptura,4.75,50.00,45.25,105.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
26-nov-13,26,11,2013,162,2,C,Tropidurus_torquatus,NA,100_30_7,137 A ,NA,recaptura,4.75,28.00,23.25,94.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
10-dez-13,10,12,2013,163,10,M,Tropidurus_torquatus,NA,100_7,107 A ,NA,recaptura,4.75,29.75,25.00,93.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
17-dez-13,17,12,2013,163,18,B,Tropidurus_torquatus,NA,100_40,140 A ,NA,,4.75,17.00,12.25,76.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
17-jan-14,17,1,2014,164,12,M,Tropidurus_torquatus,NA,100_10_4_8,114/118 A ,NA,recaptura,4.75,32.00,27.25,91.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
17-jan-14,17,1,2014,164,16,M,Tropidurus_torquatus,NA,100_40_1,141A,NA,,4.75,12.00,7.25,63.00,NA,NA,NA,F,NA,IBGE,NA,1,,,
24-jan-14,24,1,2014,164,2,B,Tropidurus_torquatus,NA,2,2B,NA,,4.75,13.25,8.50,69.00,NA,NA,NA,F,NA,IBGE,femea,1,,,
24-jan-14,24,1,2014,164,2,C,Tropidurus_torquatus,NA,100_30_7,137 A ,NA,recaptura,4.75,28.50,23.75,93.00,NA,NA,NA,F,NA,IBGE,NA,1,,,
11-fev-14,11,2,2014,165,1,C,Tropidurus_torquatus,NA,100_40,140 A ,NA,recaptura,4.75,18.00,13.25,75.00,NA,NA,NA,F,NA,IBGE,NA,1,,,
11-fev-14,11,2,2014,165,1,M,Tropidurus_torquatus,NA,100_30_7,137 A ,NA,recaptura,4.75,30.00,25.25,93.00,NA,NA,NA,F,NA,IBGE,NA,1,,,
11-fev-14,11,2,2014,165,14,M,Tropidurus_torquatus,NA,100_10_5_1,115A,NA,recaptura,4.75,30.00,25.25,92.00,NA,NA,NA,F,NA,IBGE,NA,1,,,
11-fev-14,11,2,2014,165,15,M,Tropidurus_torquatus,NA,100_207,127 A ,NA,recaptura,4.75,25.00,20.25,88.00,NA,NA,NA,F,NA,IBGE,NA,1,,,
11-fev-14,11,2,2014,165,18,M,Tropidurus_torquatus,NA,100_40_1,141A,NA,recaptura,4.75,14.00,9.25,62.00,NA,NA,NA,NA,NA,IBGE,NA,1,,,
21-fev-14,21,2,2014,165,14,M,Tropidurus_torquatus,NA,100_10_4_8,114/118 A ,NA,recaptura,4.75,32.00,27.25,96.00,NA,NA,NA,M,NA,IBGE,NA,,,,
21-fev-14,21,2,2014,165,17,M,Tropidurus_torquatus,NA,100_40_1,141A,NA,recaptura,4.75,13.00,8.25,65.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
17-mar-14,17,3,2014,166,12,A,Tropidurus_torquatus,NA,100_10_8,118 A,NA,recaptura,4.75,44.00,39.25,116.00,NA,NA,NA,M,NA,IBGE,MACHO,,,,
17-abr-14,17,4,2014,167,4,M,Tropidurus_torquatus,NA,100_60,160A,NA,,4.75,5.75,1.00,31.00,NA,NA,NA,J,NA,IBGE,JOVEM,,,,
17-abr-14,17,4,2014,167,17,B,Tropidurus_torquatus,NA,100_40_1,141A,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,F,NA,IBGE,"FEMEA, FUGIU",,,,
17-abr-14,17,4,2014,167,18,C,Tropidurus_torquatus,NA,200_100_20_70_4,,NA,recaptura,4.75,40.50,35.75,116.00,NA,NA,NA,M,NA,IBGE,MACHO,,,,
10-mai-14,10,5,2014,168,3,M,Tropidurus_torquatus,NA,100_30_7,137A,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,F,NA,IBGE,FEMEA,,,,
22-mai-14,22,5,2014,168,11,A,Tropidurus_torquatus,NA,100_10_4_8,114/118A,NA,recaptura,4.75,38.00,33.25,98.00,NA,NA,NA,M,NA,IBGE,MACHO,,,,
26-mai-14,26,5,2014,168,19,M,Tropidurus_torquatus,NA,100_60_1,161A,NA,,4.75,36.00,31.25,100.00,NA,NA,NA,F,NA,IBGE,FEMEA,,,,
9-jun-14,9,6,2014,169,17,M,Tropidurus_torquatus,NA,100_40_1,141A,NA,recaptura,4.75,18.25,13.50,75.00,NA,NA,NA,M,NA,IBGE,MACHO,,,,
16-jun-14,16,6,2014,169,16,B,Tropidurus_torquatus,NA,100_40_1,141A,NA,recaptura,4.75,19.00,14.25,71.00,NA,NA,NA,F,NA,IBGE,FEMEA,,,,
23-jun-14,23,6,2014,169,7,B,Tropidurus_torquatus,NA,100_30_2,132A,NA,recaptura,4.75,42.00,37.25,96.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
11-jul-14,11,7,2014,170,12,C,Tropidurus_torquatus,NA,100_10_8,118A,NA,recaptura,4.75,51.00,46.25,109.00,NA,NA,NA,NA,NA,IBGE,CAUDA REGENERADA,,,,
11-jul-14,11,7,2014,170,14,B,Tropidurus_torquatus,NA,100_10_4_8,114/118A,NA,recaptura,4.75,49.00,44.25,97.00,NA,NA,NA,M,NA,IBGE,MACHO,,,,
22-jul-14,22,7,2014,170,16,B,Tropidurus_torquatus,NA,100_40_1,141A,NA,recaptura,4.75,21.00,16.25,78.00,NA,NA,NA,M,NA,IBGE,MACHO,,,,
5-ago-14,5,8,2014,171,13,M,Tropidurus_torquatus,NA,100_40_1,141A,NA,recaptura,4.75,21.00,16.25,79.00,NA,NA,NA,M,NA,IBGE,MACHO,,,,
5-ago-14,5,8,2014,171,15,M,Tropidurus_torquatus,NA,100_60_2,187A,NA,,4.75,6.25,1.50,36.00,NA,NA,NA,J,NA,IBGE,JOVEM,,,,
12-ago-14,12,8,2014,171,14,C,Tropidurus_torquatus,NA,100_40_1,141A,NA,recaptura,4.75,20.75,16.00,73.00,NA,NA,NA,M,NA,IBGE,MACHO,,,,
19-ago-14,19,8,2014,171,2,B,Tropidurus_torquatus,NA,100_30_7,137A,NA,recaptura,4.75,34.00,29.25,98.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
19-ago-14,19,8,2014,171,20,B,Tropidurus_torquatus,NA,100_60_2,162A,NA,,4.75,9.50,4.75,55.00,NA,NA,NA,NA,NA,IBGE,DEDOS CORTADOS ERRADOS,,,,
29-ago-14,29,8,2014,171,3,M,Tropidurus_torquatus,NA,100_30_7,137A,NA,recaptura,4.75,32.00,27.25,96.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
29-ago-14,29,8,2014,171,9,M,Tropidurus_torquatus,NA,100_30_2,132A,NA,recaptura,4.75,40.00,35.25,98.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
29-ago-14,29,8,2014,171,18,M,Tropidurus_torquatus,NA,100_60_3,163A,NA,,4.75,16.50,11.75,71.00,NA,NA,NA,J,NA,IBGE,JOVEM,,,,
29-ago-14,29,8,2014,171,15,NA,Tropidurus_torquatus,NA,100_60_4,164A,NA,,4.75,13.75,9.00,62.00,NA,NA,NA,J,NA,IBGE,JOVEM,,,,
5-set-14,5,9,2014,172,14,A,Tropidurus_torquatus,NA,100_60_5,165A,NA,,4.75,8.75,4.00,54.00,NA,NA,NA,J,NA,IBGE,JOVEM,,,,
5-set-14,5,9,2014,172,17,C,Tropidurus_torquatus,NA,100_60_6,166A,NA,,4.75,10.50,5.75,59.00,NA,NA,NA,J,NA,IBGE,JOVEM,,,,
5-set-14,5,9,2014,172,17,A,Tropidurus_torquatus,NA,100_60_7,167A,NA,,4.75,34.00,29.25,95.00,NA,NA,NA,M,NA,IBGE,MACHO,,,,
5-set-14,5,9,2014,172,16,B,Tropidurus_torquatus,NA,100_60_8,168A,NA,,4.75,8.50,3.75,50.00,NA,NA,NA,J,NA,IBGE,JOVEM,,,,
9-set-14,9,9,2014,172,5,B,Tropidurus_torquatus,NA,100_10_8,118A,NA,recaptura,4.75,50.25,45.50,108.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
9-set-14,9,9,2014,172,10,M,Tropidurus_torquatus,NA,100_60_3,163A,NA,recaptura,4.75,13.50,8.75,67.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
9-set-14,9,9,2014,172,16,M,Tropidurus_torquatus,NA,100_60_7,167A,NA,recaptura,4.75,33.00,28.25,91.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
9-set-14,9,9,2014,172,16,M,Tropidurus_torquatus,NA,100_10_8,118A,NA,recaptura,NA,NA,NA,98.00,NA,NA,NA,NA,NA,IBGE,"CAUDA QUEBRADA, DEDO 4 CORTADO",,,,
16-set-14,16,9,2014,172,7,M,Tropidurus_torquatus,NA,100_30_7,137A,NA,recaptura,4.75,33,28.25,95.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
16-set-14,16,9,2014,172,8,M,Tropidurus_torquatus,NA,100_60_9,169A,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,FUGIU,,,,
16-set-14,16,9,2014,172,12,M,Tropidurus_torquatus,NA,100_70,170A,NA,,4.75,9.25,4.50,56.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
16-set-14,16,9,2014,172,12,M,Tropidurus_torquatus,NA,100_70_1,171A,NA,,4.75,9.60,4.85,59.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
16-set-14,16,9,2014,172,12,A,Tropidurus_torquatus,NA,100_70_2,172A,NA,,4.75,13.25,8.50,69.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
16-set-14,16,9,2014,172,16,M,Tropidurus_torquatus,NA,100_70_3,173A,NA,,4.75,12.50,7.75,67.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
16-set-14,16,9,2014,172,18,M,Tropidurus_torquatus,NA,100_70_4,174A,NA,,4.75,8.75,4.00,50.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
19-set-14,19,9,2014,172,9,M,Tropidurus_torquatus,NA,100_20_80_1,100-20-80-1,NA,recaptura,4.75,53.00,48.25,111.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
19-set-14,19,9,2014,172,12,B,Tropidurus_torquatus,NA,100_60_7,167A,NA,recaptura,4.75,9.50,4.75,57.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
19-set-14,19,9,2014,172,12,M,Tropidurus_torquatus,NA,100_60_3,163A,NA,recaptura,4.75,13.00,8.25,65.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
19-set-14,19,9,2014,172,12,C,Tropidurus_torquatus,NA,100_70_1,171A,NA,recaptura,4.75,9.00,4.25,54.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
19-set-14,19,9,2014,172,11,C,Tropidurus_torquatus,NA,100_70,170A,NA,recaptura,4.75,9.00,4.25,54.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
26-set-14,26,9,2014,172,3,B,Tropidurus_torquatus,NA,100_30_2,132A,NA,recaptura,4.75,43.00,38.25,101.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
26-set-14,26,9,2014,172,4,M,Tropidurus_torquatus,NA,100_70_5,175A,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,FUGIU,,,,
26-set-14,26,9,2014,172,10,M,Tropidurus_torquatus,NA,100_7,107A,NA,,4.75,36,31.25,94.00,NA,NA,NA,F,NA,IBGE,GRAVIDA,,,,
26-set-14,26,9,2014,172,10,C,Tropidurus_torquatus,NA,100_70_3,173A,NA,recaptura,4.75,12.75,8.00,67.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
26-set-14,26,9,2014,172,14,A,Tropidurus_torquatus,NA,100_70_5,175A,NA,recaptura,4.75,10.50,5.75,57.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
26-set-14,26,9,2014,172,19,B,Tropidurus_torquatus,NA,100_70_6,176A,NA,,4.75,13.75,9.00,67.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
4-out-14,4,10,2014,173,18,B,Tropidurus_torquatus,NA,100_70_7,177A,NA,,4.75,9.75,5.00,54.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
4-out-14,4,10,2014,173,19,B,Tropidurus_torquatus,NA,100_10_4_8,114/118A,NA,recaptura,4.75,37.00,32.25,100.00,NA,NA,NA,NA,NA,IBGE,CAUDA QUEBRADA,,,,
10-out-14,10,10,2014,173,12,M,Tropidurus_torquatus,NA,100_70_8,178A,NA,,4.75,14.50,9.75,66.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
10-out-14,10,10,2014,173,14,C,Tropidurus_torquatus,NA,100_60_5,165A,NA,recaptura,4.75,11.25,6.50,68.00,NA,NA,NA,F,NA,IBGE,"GRAVIDA, CAUDA QUEBRADA",,,,
10-out-14,10,10,2014,173,17,M,Tropidurus_torquatus,NA,100_70_9,179A,NA,,4.75,12.50,7.75,69.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
10-out-14,10,10,2014,173,19,C,Tropidurus_torquatus,NA,100_60_1,161A,NA,,4.75,41.00,36.25,103.00,NA,NA,NA,NA,NA,IBGE,"GRAVIDA, CAUDA QUEBRADA",,,,
10-out-14,10,10,2014,173,19,B,Tropidurus_torquatus,NA,100_80,180A,NA,,4.75,14.50,9.75,68.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
14-out-14,14,10,2014,173,9,M,Tropidurus_torquatus,NA,100_40_1,141A,NA,recaptura,4.75,25.50,20.75,87.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
14-out-14,14,10,2014,173,11,B,Tropidurus_torquatus,NA,100_80_1,181A,NA,,4.75,9.25,4.50,56.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
14-out-14,14,10,2014,173,16,A,Tropidurus_torquatus,NA,100_70_9,179A,NA,recaptura,4.75,10.75,6.00,59.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
14-out-14,14,10,2014,173,17,B,Tropidurus_torquatus,NA,100_80_2,182A,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,"DEDO 2 NAO CORTADO, FUGIU",,,,
14-out-14,14,10,2014,173,19,A,Tropidurus_torquatus,NA,100_60_7,167A,NA,recaptura,4.75,30.00,25.25,99.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
14-out-14,14,10,2014,173,19,A,Tropidurus_torquatus,NA,100_10_4,114A,NA,recaptura,4.75,35.00,30.25,98.00,NA,NA,NA,NA,NA,IBGE,CAUDA QUEBRADA,,,,
24-out-14,24,10,2014,173,2,B,Tropidurus_torquatus,NA,100_30_7,137A,NA,recaptura,4.75,34.00,29.25,98.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
24-out-14,24,10,2014,173,4,M,Tropidurus_torquatus,NA,100_80_3,183A,NA,,4.75,16.00,11.25,73.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
24-out-14,24,10,2014,173,6,C,Tropidurus_torquatus,NA,100_70_2,172A,NA,recaptura,4.75,18.00,13.25,76.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
24-out-14,24,10,2014,173,8,C,Tropidurus_torquatus,NA,100_70_8,178A,NA,recaptura,4.75,14.50,9.75,67.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
31-out-14,31,10,2014,173,2,C,Tropidurus_torquatus,NA,100_30_2,132A,NA,recaptura,4.75,40.00,35.25,101.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
31-out-14,31,10,2014,173,19,M,Tropidurus_torquatus,NA,100_90_70,?,NA,recaptura,4.75,15.00,10.25,70.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
7-nov-14,7,11,2014,174,2,M,Tropidurus_torquatus,NA,100_30_7,137A,NA,recaptura,4.75,34.00,29.25,95.00,NA,NA,NA,F,NA,IBGE,FEMEA,,,,
7-nov-14,7,11,2014,174,2,C,Tropidurus_torquatus,NA,100_80_4,184A,NA,,4.75,16.50,11.75,69.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
7-nov-14,7,11,2014,174,7,B,Tropidurus_torquatus,NA,NA,NA,NA,recaptura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,FUGIU,,,,
7-nov-14,7,11,2014,174,19,B,Tropidurus_torquatus,NA,100_60_1,161A,NA,recaptura,4.75,41.00,36.25,101.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
7-nov-14,7,11,2014,174,19,B,Tropidurus_torquatus,NA,100_80_5,185A,NA,,4.75,36.00,31.25,96.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
14-nov-14,14,11,2014,174,7,M,Tropidurus_torquatus,NA,100_30_2,132A,NA,recaptura,4.75,43.00,38.25,112.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
14-nov-14,14,11,2014,174,10,A,Tropidurus_torquatus,NA,100_7,107A,NA,recaptura,4.75,38.00,33.25,95.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
14-nov-14,14,11,2014,174,19,M,Tropidurus_torquatus,NA,100_80_6,186A,NA,,4.75,19.50,14.75,71.00,NA,NA,NA,NA,NA,IBGE,NA,,,,
21-nov-14,21,11,2014,174,10,A,Tropidurus_torquatus,NA,100,188A,NA,captura,NA,NA,NA,NA,NA,NA,NA,NA,NA,IBGE,"Fugiu, gravida",,,,
